source,profile,run_id,flow_id,ip_version,protocol,src_ip,dst_ip,src_port,dst_port,duration_s,packets,bytes_wire,bytes_payload,pkt_size_mean_wire,pkt_size_mean_payload,packets_per_s,bytes_per_s_payload,fin_count,syn_count,rst_count,psh_count,ack_count,urg_count,service
ours_admin,admin,admin_run01,admin_run01_17,IPv4,TCP,10.10.0.2,10.10.0.3,38944,22,0.021384,7,524,32,74.857,4.571,327.351187,1496.462571,2,2,0,1,6,0,SSH
ours_admin,admin,admin_run01,admin_run01_18,IPv4,TCP,10.10.0.2,10.10.0.4,43146,22,0.028998,7,524,32,74.857,4.571,241.396807,1103.528259,2,2,0,1,6,0,SSH
ours_admin,admin,admin_run01,admin_run01_19,IPv4,TCP,10.10.0.2,10.10.0.3,38948,22,6.001099,183,24765,12305,135.328,67.24,30.494415,2050.457802,2,2,0,120,182,0,SSH
ours_admin,admin,admin_run01,admin_run01_20,IPv4,TCP,10.10.0.2,10.10.0.4,43162,22,8.85895,291,45133,25329,155.096,87.041,32.848137,2859.142482,0,2,1,198,290,0,SSH
ours_admin,admin,admin_run01,admin_run01_21,IPv4,TCP,10.10.0.2,10.10.0.3,46984,22,0.027445,7,524,32,74.857,4.571,255.054842,1165.964991,2,2,0,1,6,0,SSH
ours_admin,admin,admin_run01,admin_run01_22,IPv4,TCP,10.10.0.2,10.10.0.4,51002,22,0.032078,7,524,32,74.857,4.571,218.217905,997.567565,2,2,0,1,6,0,SSH
ours_admin,admin,admin_run01,admin_run01_23,IPv4,TCP,10.10.0.2,10.10.0.4,51006,22,9.347364,295,45453,25377,154.078,86.024,31.559698,2714.882917,0,2,1,200,294,0,SSH
ours_admin,admin,admin_run01,admin_run01_24,IPv4,TCP,10.10.0.2,10.10.0.2,54270,22,44.481525,1287,140445,52913,109.126,41.113,28.93336,1189.550032,0,2,1,868,1286,0,SSH
ours_admin,admin,admin_run01,admin_run01_25,IPv4,TCP,10.10.0.2,10.10.0.3,46994,22,27.027864,337,42933,20001,127.398,59.35,12.468614,740.01409,0,2,1,231,336,0,SSH
ours_admin,admin,admin_run01,admin_run01_26,IPv4,TCP,10.10.0.2,10.10.0.4,53474,80,0.001138,2,138,6,69.0,3.0,1757.512675,5272.538026,0,1,1,0,1,0,HTTP
ours_admin,admin,admin_run01,admin_run01_27,IPv4,TCP,10.10.0.2,10.10.0.4,53478,80,0.00068,2,138,6,69.0,3.0,2939.245971,8817.737912,0,1,1,0,1,0,HTTP
ours_admin,admin,admin_run01,admin_run01_28,IPv4,TCP,10.10.0.2,10.10.0.4,40108,22,0.01866,7,524,32,74.857,4.571,375.127806,1714.869971,2,2,0,1,6,0,SSH
ours_admin,admin,admin_run01,admin_run01_29,IPv4,TCP,10.10.0.2,10.10.0.2,50912,22,0.022783,7,524,32,74.857,4.571,307.242863,1404.538803,2,2,0,1,6,0,SSH
ours_admin,admin,admin_run01,admin_run01_30,IPv4,TCP,10.10.0.2,10.10.0.4,40122,22,6.854131,172,23233,11521,135.076,66.983,25.094355,1680.884072,2,2,0,114,171,0,SSH
ours_admin,admin,admin_run01,admin_run01_31,IPv4,TCP,10.10.0.2,10.10.0.3,51672,22,0.02425,7,524,32,74.857,4.571,288.662269,1319.598942,2,2,0,1,6,0,SSH
ours_admin,admin,admin_run01,admin_run01_32,IPv4,TCP,10.10.0.2,10.10.0.4,49630,80,0.000845,2,138,6,69.0,3.0,2366.321016,7098.963047,0,1,1,0,1,0,HTTP
